Flight Number,From,To,Departure Date,Departure Time,Arrival Time,Base Price,Total Seats
QH113,DAD (Đà Nẵng),HUI (Huế),2026-04-21,12:30,14:15,600000,216
QH106,HUI (Huế),DAD (Đà Nẵng),2026-04-21,18:15,21:30,600000,216
VN301,DAD (Đà Nẵng),CXR (Nha Trang),2026-04-21,11:00,15:00,850000,216
VJ103,CXR (Nha Trang),DAD (Đà Nẵng),2026-04-21,16:30,23:30,850000,216
VU108,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-04-22,07:30,13:30,1800000,216
VN301,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-04-22,17:30,23:00,1800000,216
VU202,HAN (Hà Nội),DAD (Đà Nẵng),2026-04-22,10:30,14:00,1200000,216
VN102,DAD (Đà Nẵng),HAN (Hà Nội),2026-04-22,19:00,22:45,1200000,216
QH114,HAN (Hà Nội),VII (Vinh),2026-04-22,06:30,18:00,800000,216
VU108,VII (Vinh),HAN (Hà Nội),2026-04-22,16:45,22:15,800000,216
VJ112,HAN (Hà Nội),HUI (Huế),2026-04-22,07:45,13:15,1100000,216
VN301,HUI (Huế),HAN (Hà Nội),2026-04-22,17:15,20:00,1100000,216
QH105,HAN (Hà Nội),PQC (Phú Quốc),2026-04-22,07:15,15:00,2100000,216
VN102,PQC (Phú Quốc),HAN (Hà Nội),2026-04-22,19:30,21:00,2100000,216
VJ402,HAN (Hà Nội),CXR (Nha Trang),2026-04-22,09:15,13:45,1500000,216
VJ302,CXR (Nha Trang),HAN (Hà Nội),2026-04-22,14:30,20:30,1500000,216
VN101,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-04-22,06:45,14:30,1250000,216
VJ103,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-04-22,17:00,22:15,1250000,216
VJ103,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-04-22,11:00,13:00,900000,216
VN102,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-04-22,18:45,20:00,900000,216
VJ104,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-04-22,06:15,16:00,1000000,216
VN101,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-04-22,14:45,22:30,1000000,216
VU202,DAD (Đà Nẵng),HUI (Huế),2026-04-22,06:00,14:30,600000,216
VU202,HUI (Huế),DAD (Đà Nẵng),2026-04-22,16:00,22:45,600000,216
VJ104,DAD (Đà Nẵng),CXR (Nha Trang),2026-04-22,06:45,18:45,850000,216
VN102,CXR (Nha Trang),DAD (Đà Nẵng),2026-04-22,18:30,21:15,850000,216
QH114,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-04-23,10:30,13:00,1800000,216
QH113,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-04-23,15:45,20:15,1800000,216
QH113,HAN (Hà Nội),DAD (Đà Nẵng),2026-04-23,06:30,18:15,1200000,216
VJ112,DAD (Đà Nẵng),HAN (Hà Nội),2026-04-23,17:30,22:00,1200000,216
VJ112,HAN (Hà Nội),VII (Vinh),2026-04-23,12:45,16:45,800000,216
QH114,VII (Vinh),HAN (Hà Nội),2026-04-23,19:00,20:15,800000,216
VJ112,HAN (Hà Nội),HUI (Huế),2026-04-23,06:30,17:30,1100000,216
VU201,HUI (Huế),HAN (Hà Nội),2026-04-23,18:30,21:00,1100000,216
VJ402,HAN (Hà Nội),PQC (Phú Quốc),2026-04-23,10:45,16:45,2100000,216
QH106,PQC (Phú Quốc),HAN (Hà Nội),2026-04-23,17:30,22:30,2100000,216
VU202,HAN (Hà Nội),CXR (Nha Trang),2026-04-23,05:00,17:00,1500000,216
VN401,CXR (Nha Trang),HAN (Hà Nội),2026-04-23,18:30,21:15,1500000,216
VJ302,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-04-23,06:30,16:45,1250000,216
QH105,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-04-23,16:15,22:30,1250000,216
VJ402,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-04-23,07:45,18:30,900000,216
VU107,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-04-23,16:15,21:15,900000,216
QH105,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-04-23,05:45,13:15,1000000,216
VN201,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-04-23,19:30,20:15,1000000,216
VN101,DAD (Đà Nẵng),HUI (Huế),2026-04-23,12:30,13:00,600000,216
VU108,HUI (Huế),DAD (Đà Nẵng),2026-04-23,17:30,20:45,600000,216
QH113,DAD (Đà Nẵng),CXR (Nha Trang),2026-04-23,09:00,15:00,850000,216
VN102,CXR (Nha Trang),DAD (Đà Nẵng),2026-04-23,18:30,21:15,850000,216
QH114,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-04-24,06:45,14:15,1800000,216
VN201,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-04-24,14:15,21:45,1800000,216
VN102,HAN (Hà Nội),DAD (Đà Nẵng),2026-04-24,05:45,16:00,1200000,216
VJ103,DAD (Đà Nẵng),HAN (Hà Nội),2026-04-24,15:45,22:30,1200000,216
VN102,HAN (Hà Nội),VII (Vinh),2026-04-24,11:30,18:45,800000,216
VN111,VII (Vinh),HAN (Hà Nội),2026-04-24,19:45,22:00,800000,216
VJ112,HAN (Hà Nội),HUI (Huế),2026-04-24,09:30,13:30,1100000,216
VN111,HUI (Huế),HAN (Hà Nội),2026-04-24,17:15,23:30,1100000,216
VU108,HAN (Hà Nội),PQC (Phú Quốc),2026-04-24,05:00,15:00,2100000,216
VN201,PQC (Phú Quốc),HAN (Hà Nội),2026-04-24,19:00,23:00,2100000,216
VJ302,HAN (Hà Nội),CXR (Nha Trang),2026-04-24,05:30,18:45,1500000,216
VJ103,CXR (Nha Trang),HAN (Hà Nội),2026-04-24,18:45,22:30,1500000,216
VN201,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-04-24,08:00,15:30,1250000,216
VJ302,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-04-24,14:15,21:30,1250000,216
QH106,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-04-24,05:00,13:00,900000,216
QH114,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-04-24,14:45,23:00,900000,216
VN301,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-04-24,05:30,16:15,1000000,216
VN401,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-04-24,15:45,21:30,1000000,216
VU201,DAD (Đà Nẵng),HUI (Huế),2026-04-24,08:15,17:00,600000,216
VJ104,HUI (Huế),DAD (Đà Nẵng),2026-04-24,16:15,23:15,600000,216
VU201,DAD (Đà Nẵng),CXR (Nha Trang),2026-04-24,09:30,13:00,850000,216
VJ103,CXR (Nha Trang),DAD (Đà Nẵng),2026-04-24,15:15,23:00,850000,216
VN101,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-04-25,07:00,17:15,1800000,216
QH113,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-04-25,16:00,22:30,1800000,216
VJ104,HAN (Hà Nội),DAD (Đà Nẵng),2026-04-25,08:30,16:15,1200000,216
VJ112,DAD (Đà Nẵng),HAN (Hà Nội),2026-04-25,19:45,21:45,1200000,216
VJ103,HAN (Hà Nội),VII (Vinh),2026-04-25,08:15,13:45,800000,216
VJ302,VII (Vinh),HAN (Hà Nội),2026-04-25,16:00,22:15,800000,216
VJ202,HAN (Hà Nội),HUI (Huế),2026-04-25,12:30,16:45,1100000,216
VU108,HUI (Huế),HAN (Hà Nội),2026-04-25,15:30,21:45,1100000,216
VN401,HAN (Hà Nội),PQC (Phú Quốc),2026-04-25,06:45,18:30,2100000,216
VJ202,PQC (Phú Quốc),HAN (Hà Nội),2026-04-25,19:00,22:30,2100000,216
VN111,HAN (Hà Nội),CXR (Nha Trang),2026-04-25,09:15,15:30,1500000,216
VN301,CXR (Nha Trang),HAN (Hà Nội),2026-04-25,19:15,23:15,1500000,216
QH113,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-04-25,12:30,17:15,1250000,216
VJ402,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-04-25,16:30,23:00,1250000,216
VJ112,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-04-25,11:30,13:30,900000,216
VJ402,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-04-25,17:15,21:30,900000,216
VU201,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-04-25,12:30,14:00,1000000,216
VU201,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-04-25,19:15,21:45,1000000,216
VJ302,DAD (Đà Nẵng),HUI (Huế),2026-04-25,11:00,18:15,600000,216
VJ112,HUI (Huế),DAD (Đà Nẵng),2026-04-25,14:15,20:45,600000,216
VU107,DAD (Đà Nẵng),CXR (Nha Trang),2026-04-25,07:00,14:15,850000,216
VJ302,CXR (Nha Trang),DAD (Đà Nẵng),2026-04-25,14:30,20:15,850000,216
VJ202,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-04-26,12:30,18:00,1800000,216
VJ103,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-04-26,18:30,22:00,1800000,216
QH114,HAN (Hà Nội),DAD (Đà Nẵng),2026-04-26,05:45,17:45,1200000,216
VJ202,DAD (Đà Nẵng),HAN (Hà Nội),2026-04-26,17:00,22:15,1200000,216
VN201,HAN (Hà Nội),VII (Vinh),2026-04-26,09:00,15:15,800000,216
VU108,VII (Vinh),HAN (Hà Nội),2026-04-26,15:30,23:45,800000,216
VJ302,HAN (Hà Nội),HUI (Huế),2026-04-26,11:30,16:15,1100000,216
VU108,HUI (Huế),HAN (Hà Nội),2026-04-26,14:00,20:15,1100000,216
VU107,HAN (Hà Nội),PQC (Phú Quốc),2026-04-26,08:30,13:45,2100000,216
VJ202,PQC (Phú Quốc),HAN (Hà Nội),2026-04-26,19:15,23:45,2100000,216
VJ202,HAN (Hà Nội),CXR (Nha Trang),2026-04-26,07:30,14:30,1500000,216
VU202,CXR (Nha Trang),HAN (Hà Nội),2026-04-26,18:45,22:45,1500000,216
VN111,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-04-26,07:15,13:45,1250000,216
VJ103,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-04-26,18:00,23:30,1250000,216
VN401,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-04-26,05:15,16:15,900000,216
VJ302,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-04-26,16:30,21:00,900000,216
VJ112,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-04-26,12:30,13:30,1000000,216
QH114,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-04-26,17:45,20:15,1000000,216
QH113,DAD (Đà Nẵng),HUI (Huế),2026-04-26,12:15,16:00,600000,216
VJ202,HUI (Huế),DAD (Đà Nẵng),2026-04-26,16:45,23:00,600000,216
QH114,DAD (Đà Nẵng),CXR (Nha Trang),2026-04-26,08:45,13:00,850000,216
VJ103,CXR (Nha Trang),DAD (Đà Nẵng),2026-04-26,18:00,20:00,850000,216
VN301,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-04-27,11:30,14:45,1800000,216
VN101,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-04-27,16:00,22:00,1800000,216
VU107,HAN (Hà Nội),DAD (Đà Nẵng),2026-04-27,08:45,16:45,1200000,216
VN401,DAD (Đà Nẵng),HAN (Hà Nội),2026-04-27,19:30,21:00,1200000,216
VJ202,HAN (Hà Nội),VII (Vinh),2026-04-27,11:30,13:30,800000,216
VJ112,VII (Vinh),HAN (Hà Nội),2026-04-27,16:30,20:00,800000,216
VN101,HAN (Hà Nội),HUI (Huế),2026-04-27,06:45,14:15,1100000,216
VJ112,HUI (Huế),HAN (Hà Nội),2026-04-27,19:30,23:00,1100000,216
VN401,HAN (Hà Nội),PQC (Phú Quốc),2026-04-27,12:15,17:30,2100000,216
VU201,PQC (Phú Quốc),HAN (Hà Nội),2026-04-27,17:45,21:45,2100000,216
VN201,HAN (Hà Nội),CXR (Nha Trang),2026-04-27,11:00,17:30,1500000,216
VU202,CXR (Nha Trang),HAN (Hà Nội),2026-04-27,17:15,20:45,1500000,216
VN201,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-04-27,11:45,17:00,1250000,216
VU107,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-04-27,15:00,22:45,1250000,216
VN401,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-04-27,11:30,15:45,900000,216
VJ103,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-04-27,15:30,22:30,900000,216
VU201,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-04-27,12:30,15:45,1000000,216
VN101,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-04-27,16:30,23:45,1000000,216
VJ302,DAD (Đà Nẵng),HUI (Huế),2026-04-27,12:45,14:15,600000,216
VJ202,HUI (Huế),DAD (Đà Nẵng),2026-04-27,15:00,21:15,600000,216
VJ402,DAD (Đà Nẵng),CXR (Nha Trang),2026-04-27,06:30,17:45,850000,216
VJ103,CXR (Nha Trang),DAD (Đà Nẵng),2026-04-27,14:30,22:30,850000,216
VJ104,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-04-28,05:45,15:45,1800000,216
QH113,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-04-28,19:45,22:15,1800000,216
VJ302,HAN (Hà Nội),DAD (Đà Nẵng),2026-04-28,11:00,13:15,1200000,216
VN111,DAD (Đà Nẵng),HAN (Hà Nội),2026-04-28,15:15,21:30,1200000,216
QH106,HAN (Hà Nội),VII (Vinh),2026-04-28,08:45,15:30,800000,216
VU108,VII (Vinh),HAN (Hà Nội),2026-04-28,17:00,21:30,800000,216
QH105,HAN (Hà Nội),HUI (Huế),2026-04-28,07:15,15:30,1100000,216
VN111,HUI (Huế),HAN (Hà Nội),2026-04-28,19:15,23:45,1100000,216
QH105,HAN (Hà Nội),PQC (Phú Quốc),2026-04-28,06:30,18:00,2100000,216
QH113,PQC (Phú Quốc),HAN (Hà Nội),2026-04-28,15:30,21:15,2100000,216
VU107,HAN (Hà Nội),CXR (Nha Trang),2026-04-28,05:15,13:00,1500000,216
VJ104,CXR (Nha Trang),HAN (Hà Nội),2026-04-28,19:00,20:30,1500000,216
VJ302,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-04-28,10:45,17:45,1250000,216
VN401,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-04-28,15:00,20:00,1250000,216
VJ104,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-04-28,07:45,16:30,900000,216
VJ402,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-04-28,14:00,21:45,900000,216
QH106,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-04-28,09:45,17:30,1000000,216
QH105,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-04-28,15:45,21:15,1000000,216
VN401,DAD (Đà Nẵng),HUI (Huế),2026-04-28,07:15,17:00,600000,216
VN401,HUI (Huế),DAD (Đà Nẵng),2026-04-28,16:30,22:00,600000,216
VJ302,DAD (Đà Nẵng),CXR (Nha Trang),2026-04-28,06:30,16:00,850000,216
VN401,CXR (Nha Trang),DAD (Đà Nẵng),2026-04-28,14:00,20:15,850000,216
VJ202,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-04-29,12:00,16:15,1800000,216
VJ402,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-04-29,19:45,22:30,1800000,216
VJ103,HAN (Hà Nội),DAD (Đà Nẵng),2026-04-29,06:00,17:00,1200000,216
QH113,DAD (Đà Nẵng),HAN (Hà Nội),2026-04-29,14:00,23:00,1200000,216
VJ402,HAN (Hà Nội),VII (Vinh),2026-04-29,06:45,17:00,800000,216
VJ202,VII (Vinh),HAN (Hà Nội),2026-04-29,15:00,21:45,800000,216
VN401,HAN (Hà Nội),HUI (Huế),2026-04-29,11:30,17:45,1100000,216
VU108,HUI (Huế),HAN (Hà Nội),2026-04-29,18:00,21:15,1100000,216
VN111,HAN (Hà Nội),PQC (Phú Quốc),2026-04-29,10:15,15:15,2100000,216
VJ103,PQC (Phú Quốc),HAN (Hà Nội),2026-04-29,14:30,22:30,2100000,216
QH105,HAN (Hà Nội),CXR (Nha Trang),2026-04-29,10:00,13:00,1500000,216
QH113,CXR (Nha Trang),HAN (Hà Nội),2026-04-29,16:00,21:15,1500000,216
VN401,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-04-29,12:00,14:45,1250000,216
QH106,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-04-29,18:30,21:45,1250000,216
VJ112,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-04-29,05:00,18:45,900000,216
VU201,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-04-29,19:30,23:45,900000,216
VN111,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-04-29,07:45,17:00,1000000,216
VN401,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-04-29,16:00,21:45,1000000,216
VJ202,DAD (Đà Nẵng),HUI (Huế),2026-04-29,09:45,15:15,600000,216
VJ104,HUI (Huế),DAD (Đà Nẵng),2026-04-29,18:45,23:30,600000,216
VJ104,DAD (Đà Nẵng),CXR (Nha Trang),2026-04-29,09:30,17:15,850000,216
VJ402,CXR (Nha Trang),DAD (Đà Nẵng),2026-04-29,15:45,20:15,850000,216
VJ103,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-04-30,06:15,15:00,1800000,216
QH114,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-04-30,15:15,22:45,1800000,216
VJ112,HAN (Hà Nội),DAD (Đà Nẵng),2026-04-30,09:30,16:45,1200000,216
QH114,DAD (Đà Nẵng),HAN (Hà Nội),2026-04-30,17:30,23:00,1200000,216
VN401,HAN (Hà Nội),VII (Vinh),2026-04-30,12:15,18:30,800000,216
VJ104,VII (Vinh),HAN (Hà Nội),2026-04-30,16:30,20:00,800000,216
QH105,HAN (Hà Nội),HUI (Huế),2026-04-30,07:30,13:30,1100000,216
QH105,HUI (Huế),HAN (Hà Nội),2026-04-30,17:00,22:15,1100000,216
VJ103,HAN (Hà Nội),PQC (Phú Quốc),2026-04-30,10:30,17:45,2100000,216
VN101,PQC (Phú Quốc),HAN (Hà Nội),2026-04-30,16:00,20:15,2100000,216
VJ112,HAN (Hà Nội),CXR (Nha Trang),2026-04-30,07:00,18:00,1500000,216
QH114,CXR (Nha Trang),HAN (Hà Nội),2026-04-30,14:15,21:30,1500000,216
VU201,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-04-30,11:30,15:45,1250000,216
VN301,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-04-30,14:45,23:45,1250000,216
VN401,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-04-30,11:30,17:45,900000,216
VN101,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-04-30,18:00,22:30,900000,216
VN301,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-04-30,11:15,18:45,1000000,216
VU107,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-04-30,17:15,22:15,1000000,216
VJ112,DAD (Đà Nẵng),HUI (Huế),2026-04-30,10:45,18:30,600000,216
VN111,HUI (Huế),DAD (Đà Nẵng),2026-04-30,19:45,22:45,600000,216
VU202,DAD (Đà Nẵng),CXR (Nha Trang),2026-04-30,10:30,18:15,850000,216
VN102,CXR (Nha Trang),DAD (Đà Nẵng),2026-04-30,17:00,21:45,850000,216
VJ202,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-05-01,07:30,16:45,1800000,216
VN301,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-05-01,14:15,20:30,1800000,216
VN111,HAN (Hà Nội),DAD (Đà Nẵng),2026-05-01,06:30,15:45,1200000,216
VJ103,DAD (Đà Nẵng),HAN (Hà Nội),2026-05-01,16:30,22:30,1200000,216
VJ202,HAN (Hà Nội),VII (Vinh),2026-05-01,10:45,17:00,800000,216
QH106,VII (Vinh),HAN (Hà Nội),2026-05-01,14:00,21:30,800000,216
VJ103,HAN (Hà Nội),HUI (Huế),2026-05-01,05:30,14:00,1100000,216
VJ104,HUI (Huế),HAN (Hà Nội),2026-05-01,15:30,20:00,1100000,216
VJ402,HAN (Hà Nội),PQC (Phú Quốc),2026-05-01,12:45,13:45,2100000,216
VJ402,PQC (Phú Quốc),HAN (Hà Nội),2026-05-01,18:00,23:45,2100000,216
QH105,HAN (Hà Nội),CXR (Nha Trang),2026-05-01,09:15,14:00,1500000,216
VJ104,CXR (Nha Trang),HAN (Hà Nội),2026-05-01,14:30,21:00,1500000,216
VJ103,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-05-01,12:15,16:00,1250000,216
QH113,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-05-01,19:45,20:30,1250000,216
VN401,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-05-01,09:15,15:00,900000,216
QH105,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-05-01,19:45,21:15,900000,216
VU201,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-05-01,09:15,13:15,1000000,216
VN401,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-05-01,14:30,21:00,1000000,216
VU107,DAD (Đà Nẵng),HUI (Huế),2026-05-01,07:30,18:15,600000,216
VJ103,HUI (Huế),DAD (Đà Nẵng),2026-05-01,19:00,21:00,600000,216
QH105,DAD (Đà Nẵng),CXR (Nha Trang),2026-05-01,05:00,16:30,850000,216
VJ103,CXR (Nha Trang),DAD (Đà Nẵng),2026-05-01,19:15,21:45,850000,216
VJ302,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-05-02,12:00,14:15,1800000,216
QH114,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-05-02,19:00,22:30,1800000,216
VJ112,HAN (Hà Nội),DAD (Đà Nẵng),2026-05-02,08:45,16:30,1200000,216
VU201,DAD (Đà Nẵng),HAN (Hà Nội),2026-05-02,16:30,22:00,1200000,216
VJ104,HAN (Hà Nội),VII (Vinh),2026-05-02,05:30,15:15,800000,216
VN102,VII (Vinh),HAN (Hà Nội),2026-05-02,17:45,23:00,800000,216
VJ103,HAN (Hà Nội),HUI (Huế),2026-05-02,10:15,17:45,1100000,216
VN301,HUI (Huế),HAN (Hà Nội),2026-05-02,19:15,20:45,1100000,216
QH114,HAN (Hà Nội),PQC (Phú Quốc),2026-05-02,11:45,13:30,2100000,216
VU108,PQC (Phú Quốc),HAN (Hà Nội),2026-05-02,18:00,20:00,2100000,216
VJ202,HAN (Hà Nội),CXR (Nha Trang),2026-05-02,06:30,13:00,1500000,216
VU108,CXR (Nha Trang),HAN (Hà Nội),2026-05-02,16:30,21:45,1500000,216
VJ302,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-05-02,07:00,18:30,1250000,216
QH114,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-05-02,18:45,21:45,1250000,216
QH113,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-05-02,10:15,14:30,900000,216
VU202,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-05-02,19:15,22:00,900000,216
VJ402,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-05-02,11:15,14:15,1000000,216
QH114,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-05-02,18:45,23:45,1000000,216
VJ112,DAD (Đà Nẵng),HUI (Huế),2026-05-02,11:00,18:00,600000,216
VJ112,HUI (Huế),DAD (Đà Nẵng),2026-05-02,18:15,23:00,600000,216
VN102,DAD (Đà Nẵng),CXR (Nha Trang),2026-05-02,06:30,14:15,850000,216
QH114,CXR (Nha Trang),DAD (Đà Nẵng),2026-05-02,19:30,23:15,850000,216
VJ104,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-05-03,07:45,14:15,1800000,216
VU202,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-05-03,17:30,20:30,1800000,216
VN201,HAN (Hà Nội),DAD (Đà Nẵng),2026-05-03,12:30,13:00,1200000,216
VJ402,DAD (Đà Nẵng),HAN (Hà Nội),2026-05-03,16:30,22:00,1200000,216
QH106,HAN (Hà Nội),VII (Vinh),2026-05-03,12:00,14:15,800000,216
VU108,VII (Vinh),HAN (Hà Nội),2026-05-03,15:15,21:30,800000,216
QH114,HAN (Hà Nội),HUI (Huế),2026-05-03,09:30,17:15,1100000,216
QH113,HUI (Huế),HAN (Hà Nội),2026-05-03,18:30,21:45,1100000,216
VN102,HAN (Hà Nội),PQC (Phú Quốc),2026-05-03,08:45,18:15,2100000,216
VJ402,PQC (Phú Quốc),HAN (Hà Nội),2026-05-03,19:30,22:15,2100000,216
VJ302,HAN (Hà Nội),CXR (Nha Trang),2026-05-03,05:15,15:45,1500000,216
VJ202,CXR (Nha Trang),HAN (Hà Nội),2026-05-03,19:45,20:45,1500000,216
VN301,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-05-03,09:45,13:15,1250000,216
VU201,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-05-03,16:30,20:15,1250000,216
VU108,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-05-03,08:30,13:30,900000,216
VU201,CXR (Nha Trang),SGN (TP Hồ Chí Minh),2026-05-03,19:15,23:15,900000,216
VN101,SGN (TP Hồ Chí Minh),PQC (Phú Quốc),2026-05-03,08:15,13:45,1000000,216
VJ302,PQC (Phú Quốc),SGN (TP Hồ Chí Minh),2026-05-03,16:30,22:45,1000000,216
VN401,DAD (Đà Nẵng),HUI (Huế),2026-05-03,12:15,14:30,600000,216
QH106,HUI (Huế),DAD (Đà Nẵng),2026-05-03,17:15,21:30,600000,216
VN401,DAD (Đà Nẵng),CXR (Nha Trang),2026-05-03,12:15,16:30,850000,216
QH105,CXR (Nha Trang),DAD (Đà Nẵng),2026-05-03,15:00,22:15,850000,216
VN201,HAN (Hà Nội),SGN (TP Hồ Chí Minh),2026-05-04,08:00,14:45,1800000,216
VJ112,SGN (TP Hồ Chí Minh),HAN (Hà Nội),2026-05-04,16:15,20:15,1800000,216
VJ402,HAN (Hà Nội),DAD (Đà Nẵng),2026-05-04,08:15,18:45,1200000,216
VN401,DAD (Đà Nẵng),HAN (Hà Nội),2026-05-04,16:15,23:00,1200000,216
VJ402,HAN (Hà Nội),VII (Vinh),2026-05-04,07:30,18:00,800000,216
QH113,VII (Vinh),HAN (Hà Nội),2026-05-04,16:30,22:15,800000,216
VU108,HAN (Hà Nội),HUI (Huế),2026-05-04,09:00,15:00,1100000,216
QH105,HUI (Huế),HAN (Hà Nội),2026-05-04,19:45,22:45,1100000,216
VN111,HAN (Hà Nội),PQC (Phú Quốc),2026-05-04,05:30,13:45,2100000,216
VJ103,PQC (Phú Quốc),HAN (Hà Nội),2026-05-04,18:45,20:45,2100000,216
VJ402,HAN (Hà Nội),CXR (Nha Trang),2026-05-04,09:30,16:15,1500000,216
VJ104,CXR (Nha Trang),HAN (Hà Nội),2026-05-04,15:45,20:30,1500000,216
VN301,SGN (TP Hồ Chí Minh),DAD (Đà Nẵng),2026-05-04,09:00,17:30,1250000,216
VN102,DAD (Đà Nẵng),SGN (TP Hồ Chí Minh),2026-05-04,14:00,22:00,1250000,216
QH105,SGN (TP Hồ Chí Minh),CXR (Nha Trang),2026-05-04,12:00,16:15,900000,216
